来源,序号/名称,标题/名称,提取餐厅/地点名,餐饮标签,整理状态,Google搜索状态,最终纬度,最终经度,Google候选名,Google候选详情/地址,备注,Google Maps查询URL,Google页面文件,作者小红书号,账号名字,作者主页链接,原帖链接,地址线索,原帖证据
微信餐厅,塔什干川蓉燚中餐厅,塔什干川蓉燚中餐厅,塔什干川蓉燚中餐厅,中餐,待用户自行确认,Google无有效结果,,,,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E5%A1%94%E4%BB%80%E5%B9%B2%E5%B7%9D%E8%93%89%E7%87%9A%E4%B8%AD%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads_next/083_塔什干川蓉燚中餐厅.md,,,,,,
微信餐厅,中国四千年喇家拉面,中国四千年喇家拉面,中国四千年喇家拉面,中餐,待用户自行确认,Google候选需核名,,,# Google 地图, | ,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E4%B8%AD%E5%9B%BD%E5%9B%9B%E5%8D%83%E5%B9%B4%E5%96%87%E5%AE%B6%E6%8B%89%E9%9D%A2%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/14_中国四千年喇家拉面.md,,,,,,
微信餐厅,福建餐厅,福建餐厅,福建餐厅,中餐,待用户自行确认,Google候选需核名,,,# Google 地图,天津饭店 | 4.0 (144)·UZS 10-35万 | 中国风味·Амир Темур шоҳ кўчаси,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E7%A6%8F%E5%BB%BA%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/15_福建餐厅.md,,,,,,
微信餐厅,友谊饭店,友谊饭店,友谊饭店,中餐,待用户自行确认,Google候选需核名,,,中国饭店,4.2 (21)·UZS 20-25万 | 中国风味·77VQ+7PJ | 堂食·外带,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E5%8F%8B%E8%B0%8A%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/16_友谊饭店.md,,,,,,
微信餐厅,中乌饭店,中乌饭店,中乌饭店,中餐,待用户自行确认,Google候选需核名,,,华人餐厅,"4.8 (12) | 中国风味·8728+Q2Q | ""因為大家喜歡清淡餐食，所以這一餐大家很滿意""",未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E4%B8%AD%E4%B9%8C%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/17_中乌饭店.md,,,,,,
微信餐厅,成都饭店,成都饭店,成都饭店,中餐,待用户自行确认,Google候选需核名,,,TURANDOT TASHKENT,4.5 (70) | 中国风味·улица Айбек 42 | 已结束营业 · 开始营业时间：12:00,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E6%88%90%E9%83%BD%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/18_成都饭店.md,,,,,,
微信餐厅,亲亲面馆,亲亲面馆,亲亲面馆,中餐,待用户自行确认,Google候选需核名,,,兰州拉面,"4.1 (166)·UZS 5-10万 | 中国风味·78M3+5WC, Фарғона Йўли | 已结束营业 · 开始营业时间：10:00",未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E4%BA%B2%E4%BA%B2%E9%9D%A2%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/19_亲亲面馆.md,,,,,,
微信餐厅,川湘食府,川湘食府,川湘食府,中餐,待用户自行确认,Google候选需核名,,,长安宴宾楼 | Shuan Hiang Shi Fu,"Sariko'l ko'chasi 2, 100005, Тоshkent",未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E5%B7%9D%E6%B9%98%E9%A3%9F%E5%BA%9C%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads_next/090_川湘食府.md,,,,,,
微信餐厅,百顺餐厅,百顺餐厅,百顺餐厅,中餐,待用户自行确认,Google候选需核名,,,竹子广式点心,4.0 (125)·UZS 10-25万 | 中国风味·Taras Shevchenko ko'chasi 30 | 已结束营业 · 开始营业时间：11:00,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E7%99%BE%E9%A1%BA%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/22_百顺餐厅.md,,,,,,
微信餐厅,长沙饭店,长沙饭店,长沙饭店,中餐,待用户自行确认,Google候选需核名,,,# Google 地图, | ,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E9%95%BF%E6%B2%99%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/23_长沙饭店.md,,,,,,
微信餐厅,长安巷·融合菜,长安巷·融合菜,长安巷·融合菜,中餐,待用户自行确认,Google候选需核名,,,GAO GAO,"4.8 (20)·UZS 35-40万 | 餐馆·Groundzero Sharq, Ташкент, Яшнабадский район, 1-й тупик 2-го проезда улицы Пахлавана Махмуда, 31 | 已结束营业 · 开始营业时间：14:00",未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E9%95%BF%E5%AE%89%E5%B7%B7%C2%B7%E8%9E%8D%E5%90%88%E8%8F%9C%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/24_长安巷_融合菜.md,,,,,,
微信餐厅,成都蜀味汤火锅,成都蜀味汤火锅,成都蜀味汤火锅,中餐,待用户自行确认,Google候选需核名,,,# Google 地图, | ,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E6%88%90%E9%83%BD%E8%9C%80%E5%91%B3%E6%B1%A4%E7%81%AB%E9%94%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/25_成都蜀味汤火锅.md,,,,,,
微信餐厅,爱斯塔Asta音乐餐厅 韩国街店,爱斯塔Asta音乐餐厅 韩国街店,爱斯塔Asta音乐餐厅 韩国街店,咖啡厅,待用户自行确认,Google候选需核名,,,한식당 ALFA & bakery,"4.8 (142)·UZS 10-15万 | 韩国风味··8th of March Street, 90 | 已结束营业 · 开始营业时间：10:00",未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E7%88%B1%E6%96%AF%E5%A1%94Asta%E9%9F%B3%E4%B9%90%E9%A4%90%E5%8E%85%20%E9%9F%A9%E5%9B%BD%E8%A1%97%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/28_爱斯塔Asta音乐餐厅_韩国街店.md,,,,,,
微信餐厅,西南川菜馆,西南川菜馆,西南川菜馆,中餐,待用户自行确认,Google候选需核名,,,China chuan chuan,3.9 (26) | 火锅·Mirobod ko'chasi 9а | 堂食·外带,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E8%A5%BF%E5%8D%97%E5%B7%9D%E8%8F%9C%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/29_西南川菜馆.md,,,,,,
微信餐厅,百味餐厅,百味餐厅,百味餐厅,中餐,待用户自行确认,Google候选需核名,,,竹子广式点心,4.0 (125)·UZS 10-25万 | 中国风味·Taras Shevchenko ko'chasi 30 | 已结束营业 · 开始营业时间：11:00,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E7%99%BE%E5%91%B3%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/30_百味餐厅.md,,,,,,
微信餐厅,来福餐厅,来福餐厅,来福餐厅,中餐,待用户自行确认,Google无同名结果,,,,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E6%9D%A5%E7%A6%8F%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads_next/098_来福餐厅.md,,,,,,
微信餐厅,VINO GALAXY 酒水管家,VINO GALAXY 酒水管家,VINO GALAXY 酒水管家,其他,待用户自行确认,单源参考(Google),,,Brooklyn vino vodka,"4.2 (11) | 酒类商店·Госпитальный рынок, Avliyoota Street 2 | 24 小时营业·+998 78 555 79 79",未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/VINO%20GALAXY%20%E9%85%92%E6%B0%B4%E7%AE%A1%E5%AE%B6%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/32_VINO_GALAXY_酒水管家.md,,,,,,
微信餐厅,包子客牛肉汤包,包子客牛肉汤包,包子客牛肉汤包,中餐,待用户自行确认,Google候选需核名,,,BOBOY Shevchenko,4.7 (289)·UZS 15-40万 | 乌兹别克风味··Taras Shevchenko ko'chasi 38a | 24 小时营业,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E5%8C%85%E5%AD%90%E5%AE%A2%E7%89%9B%E8%82%89%E6%B1%A4%E5%8C%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/33_包子客牛肉汤包.md,,,,,,
微信餐厅,永福餐厅,永福餐厅,永福餐厅,中餐,待用户自行确认,Google候选需核名,,,# Google 地图,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E6%B0%B8%E7%A6%8F%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/34_永福餐厅.md,,,,,,
微信餐厅,川渝私房菜（东方明珠酒店）,川渝私房菜（东方明珠酒店）,川渝私房菜（东方明珠酒店）,中餐,待用户自行确认,Google无同名结果,,,,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E5%B7%9D%E6%B8%9D%E7%A7%81%E6%88%BF%E8%8F%9C%EF%BC%88%E4%B8%9C%E6%96%B9%E6%98%8E%E7%8F%A0%E9%85%92%E5%BA%97%EF%BC%89%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads_next/102_川渝私房菜（东方明珠酒店）.md,,,,,,
微信餐厅,土窑烧烤,土窑烧烤,土窑烧烤,中餐,待用户自行确认,Google候选需核名,,,9292 Korean BBQ,4.1 (130)·UZS 5-30万 | 韩国风味烧烤·Oybek ko'chasi 40 | 已结束营业 · 开始营业时间：11:00,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E5%9C%9F%E7%AA%91%E7%83%A7%E7%83%A4%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/36_土窑烧烤.md,,,,,,
微信餐厅,万记川湘菜,万记川湘菜,万记川湘菜,中餐,待用户自行确认,Google候选需核名,,,Dunganskaya Kukhnya,4.5 (18)·UZS 5-10万 | 中国风味·Kumarik ko'chasi 9 | 已结束营业 · 开始营业时间：11:00,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E4%B8%87%E8%AE%B0%E5%B7%9D%E6%B9%98%E8%8F%9C%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/37_万记川湘菜.md,,,,,,
微信餐厅,阿尔马雷克市好运中餐厅,阿尔马雷克市好运中餐厅,阿尔马雷克市好运中餐厅,中餐,待用户自行确认,Google候选需核名,,,Chicken Asian Food,4.0 (30)·UZS 5-10万 | 适合家庭聚会·Ulitsa Furkata | 已结束营业 · 开始营业时间：09:00,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E9%98%BF%E5%B0%94%E9%A9%AC%E9%9B%B7%E5%85%8B%E5%B8%82%E5%A5%BD%E8%BF%90%E4%B8%AD%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/38_阿尔马雷克市好运中餐厅.md,,,,,,
微信餐厅,长安大饭店,长安大饭店,长安大饭店,中餐,待用户自行确认,Google候选需核名,,,# Google 地图,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E9%95%BF%E5%AE%89%E5%A4%A7%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/40_长安大饭店.md,,,,,,
微信餐厅,CBF撒马尔罕中餐厅,CBF撒马尔罕中餐厅,CBF撒马尔罕中餐厅,中餐,待用户自行确认,Google候选需核名,,,# Google 地图,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/CBF%E6%92%92%E9%A9%AC%E5%B0%94%E7%BD%95%E4%B8%AD%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/41_CBF撒马尔罕中餐厅.md,,,,,,
微信餐厅,撒马尔罕新疆风味餐厅,撒马尔罕新疆风味餐厅,撒马尔罕新疆风味餐厅,中餐,待用户自行确认,Google无同名结果,,,,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E6%92%92%E9%A9%AC%E5%B0%94%E7%BD%95%E6%96%B0%E7%96%86%E9%A3%8E%E5%91%B3%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads_next/108_撒马尔罕新疆风味餐厅.md,,,,,,
微信餐厅,布哈拉新疆餐厅,布哈拉新疆餐厅,布哈拉新疆餐厅,中餐,待用户自行确认,Google候选需核名,,,Zaytoon,4.8 (510)·UZS 10-40万 | 餐馆·Zulfiya Street 11 | 已结束营业 · 开始营业时间：11:00,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E5%B8%83%E5%93%88%E6%8B%89%E6%96%B0%E7%96%86%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/43_布哈拉新疆餐厅.md,,,,,,
微信餐厅,安集延国际酒店中餐厅（川湘菜）,安集延国际酒店中餐厅（川湘菜）,安集延国际酒店中餐厅（川湘菜）,中餐,待用户自行确认,Google候选需核名,,,# Google 地图,https://www.agoda.com/ https://www.agoda.com › hotel › andizhan-uz | 安集延国际酒店(Andijon international hotel) - Agoda.com | 安集延国际酒店是一家位于乌兹别克斯坦安集延市的优质三星酒店，为旅客提供温馨且便利的住宿环境。酒店的入住时间为中午12点以后，确保您在抵达后可以轻松办理入住手续，开始 ...,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E5%AE%89%E9%9B%86%E5%BB%B6%E5%9B%BD%E9%99%85%E9%85%92%E5%BA%97%E4%B8%AD%E9%A4%90%E5%8E%85%EF%BC%88%E5%B7%9D%E6%B9%98%E8%8F%9C%EF%BC%89%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/44_安集延国际酒店中餐厅_川湘菜_.md,,,,,,
